Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_Income,Loan_Amount_Term_Log
LP002950,0,1,0,0,0,1.0,2,1,5.043425116919247,8.645762292210945,5.886104031450156
LP002953,0,1,3,1,0,1.0,0,1,4.852030263919617,8.648747631156539,5.886104031450156
LP002958,0,0,0,1,0,1.0,2,1,5.147494476813453,8.984317679911129,5.886104031450156
LP002959,1,1,1,1,0,1.0,1,1,6.206575926724928,9.392661928770137,5.886104031450156
LP002960,0,1,0,0,0,1.0,0,0,4.986425672954842,8.732304571033183,5.19295685089021
LP002961,0,1,1,1,0,1.0,1,1,5.153291594497779,8.68270762989381,5.886104031450156
LP002964,0,1,2,0,0,1.0,2,1,5.056245805348308,8.59378379357795,5.886104031450156
LP002974,0,1,0,1,0,1.0,2,1,4.68213122712422,8.552946361122055,5.886104031450156
LP002978,1,0,0,1,0,1.0,2,1,4.2626798770413155,7.9724660159745655,5.886104031450156
LP002979,0,1,3,1,0,1.0,2,1,3.6888794541139363,8.32020459757888,5.19295685089021
LP002983,0,1,1,1,0,1.0,0,1,5.53338948872752,9.025455532779063,5.886104031450156
LP002984,0,1,2,1,0,1.0,0,1,5.231108616854587,8.933664178700935,5.886104031450156
LP002990,1,0,0,1,1,0.0,1,0,4.890349128221754,8.430109084509125,5.886104031450156
